perf r	6166792	ὡρμημένους	ὁρμάω	to set in motion	-pr	327
perf r	6166887	ὡρμῆσθαι	ὁρμάω	to set in motion	--r	327
perf r	6166983	ἴστε	οἶδα	to know	2pr	328
perf r	6167064	ἔοικεν	ἔοικα	to be like; to look like	3sr	328
perf r	6167145	ἐστεφανωμένος	στεφανόω	to wreathe	-sr	328
perf r	6167153	τεθυκὼς	θύω	to sacrifice	-sr	328
perf r	6167237	ἴσθι	οἶδα	to know	2sr	328
perf r	6167271	σύνισθι	σύνοιδα	to share in knowledge	2sr	328
perf r	6167313	προεληλυθότων	προέρχομαι	to go forward	-pr	328
perf r	6167445	ἀπεστερημένοι	ἀποστερέω	to rob	-pr	329
perf r	6167523	ἐντετύχηκα	ἐντυγχάνω	to light upon	1sr	329
perf r	6167632	ἀπηλλάχθαι	ἀπαλλάσσω	to set free	--r	329
perf r	6167739	κεκτῆσθαι	κτάομαι	to procure for oneself	--r	329
perf r	6167858	κέκτησαι	κτάομαι	to procure for oneself	2sr	330
perf r	6167875	γέγονα	γίγνομαι	pharr26	1sr	330
perf r	6167898	κέκτημαι	κτάομαι	to procure for oneself	1sr	330
perf r	6168047	ἀπολελαυκέναι	ἀπολαύω	to have enjoyment of	--r	330
perf r	6168051	κεκτῆσθαι	κτάομαι	to procure for oneself	--r	330
perf r	6168068	ἴσθι	οἶδα	to know	2sr	330
perf r	6168200	συνειδότι	σύνοιδα	to share in knowledge	-sr	331
perf r	6168301	δεδιότα	δείδω	to fear	-pr	331
